Source,Target,Weight,Type
federalist_12,federalist_1,36,undirected
federalist_12,federalist_11,762,undirected
federalist_12,federalist_15,54,undirected
federalist_12,federalist_21,252,undirected
federalist_12,federalist_22,170,undirected
federalist_12,federalist_24,7,undirected
federalist_12,federalist_30,6,undirected
federalist_12,federalist_34,265,undirected
federalist_12,federalist_35,42,undirected
federalist_12,federalist_36,56,undirected
federalist_12,federalist_37,117,undirected
federalist_12,federalist_56,44,undirected
federalist_12,federalist_6,75,undirected
federalist_12,federalist_7,207,undirected
federalist_12,federalist_8,725,undirected
federalist_12,federalist_9,82,undirected
federalist_13,federalist,524,undirected
federalist_13,federalist_1,6,undirected
federalist_13,federalist_11,379,undirected
federalist_13,federalist_21,70,undirected
federalist_13,federalist_22,114,undirected
federalist_13,federalist_24,36,undirected
federalist_13,federalist_25,12,undirected
federalist_13,federalist_29,106,undirected
federalist_13,federalist_34,1,undirected
federalist_13,federalist_35,22,undirected
federalist_13,federalist_55,132,undirected
federalist_13,federalist_62,30,undirected
federalist_13,federalist_72,75,undirected
federalist_13,federalist_75,107,undirected
federalist_13,federalist_8,12,undirected
federalist_14,federalist,731,undirected
federalist_14,federalist_1,144,undirected
federalist_14,federalist_23,42,undirected
federalist_14,federalist_31,6,undirected
federalist_14,federalist_37,479,undirected
federalist_14,federalist_41,494,undirected
federalist_14,federalist_43,7,undirected
federalist_14,federalist_46,6,undirected
federalist_14,federalist_51,13,undirected
federalist_14,federalist_57,143,undirected
federalist_14,federalist_58,51,undirected
federalist_14,federalist_59,12,undirected
federalist_14,federalist_63,80,undirected
federalist_14,federalist_68,36,undirected
federalist_14,federalist_70,12,undirected
federalist_14,federalist_84,6,undirected
federalist_14,federalist_9,41,undirected
federalist_15,federalist,730,undirected
federalist_15,federalist_1,24,undirected
federalist_15,federalist_11,147,undirected
federalist_15,federalist_12,54,undirected
federalist_15,federalist_17,283,undirected
federalist_15,federalist_2,91,undirected
federalist_15,federalist_21,168,undirected
federalist_15,federalist_22,933,undirected
federalist_15,federalist_23,60,undirected
federalist_15,federalist_26,6,undirected
federalist_15,federalist_34,18,undirected
federalist_15,federalist_36,61,undirected
federalist_15,federalist_6,49,undirected
federalist_15,federalist_7,23,undirected
federalist_15,federalist_70,6,undirected
federalist_15,federalist_8,61,undirected
federalist_15,federalist_85,18,undirected
federalist_16,federalist,695,undirected
federalist_16,federalist_25,112,undirected
federalist_16,federalist_28,310,undirected
federalist_16,federalist_29,480,undirected
federalist_16,federalist_36,24,undirected
federalist_16,federalist_42,6,undirected
federalist_16,federalist_57,18,undirected
federalist_16,federalist_60,2,undirected
federalist_16,federalist_65,80,undirected
federalist_16,federalist_8,110,undirected
federalist_16,federalist_80,12,undirected
federalist_16,federalist_84,30,undirected
federalist_16,federalist_9,433,undirected
federalist_17,federalist,717,undirected
federalist_17,federalist_15,283,undirected
federalist_17,federalist_19,6,undirected
federalist_17,federalist_22,15,undirected
federalist_17,federalist_28,164,undirected
federalist_17,federalist_29,69,undirected
federalist_17,federalist_35,173,undirected
federalist_17,federalist_42,13,undirected
federalist_17,federalist_43,12,undirected
federalist_17,federalist_57,24,undirected
federalist_17,federalist_6,104,undirected
federalist_17,federalist_67,6,undirected
federalist_17,federalist_69,6,undirected
federalist_17,federalist_80,116,undirected
federalist_18,federalist,217,undirected
federalist_18,federalist_19,1502,undirected
federalist_18,federalist_20,1000,undirected
federalist_18,federalist_39,24,undirected
federalist_18,federalist_44,6,undirected
federalist_18,federalist_45,12,undirected
federalist_18,federalist_46,30,undirected
federalist_18,federalist_47,135,undirected
federalist_18,federalist_6,50,undirected
federalist_18,federalist_67,18,undirected
federalist_19,federalist,379,undirected
federalist_19,federalist_17,6,undirected
federalist_19,federalist_18,1502,undirected
federalist_19,federalist_20,900,undirected
federalist_19,federalist_27,12,undirected
federalist_19,federalist_28,18,undirected
federalist_19,federalist_32,24,undirected
federalist_19,federalist_37,6,undirected
federalist_19,federalist_44,24,undirected
federalist_19,federalist_47,131,undirected
federalist_19,federalist_54,12,undirected
federalist_19,federalist_6,8,undirected
federalist_19,federalist_78,30,undirected
federalist_2,federalist,615,undirected
federalist_2,federalist_15,91,undirected
federalist_2,federalist_3,36,undirected
federalist_2,federalist_37,412,undirected
federalist_2,federalist_38,82,undirected
federalist_2,federalist_4,48,undirected
federalist_2,federalist_40,77,undirected
federalist_2,federalist_5,136,undirected
federalist_2,federalist_64,65,undirected
federalist_2,federalist_9,194,undirected
federalist_20,federalist,387,undirected
federalist_20,federalist_10,6,undirected
federalist_20,federalist_18,1000,undirected
federalist_20,federalist_19,900,undirected
federalist_20,federalist_33,24,undirected
federalist_20,federalist_42,24,undirected
federalist_20,federalist_44,6,undirected
federalist_20,federalist_48,54,undirected
federalist_20,federalist_50,36,undirected
federalist_20,federalist_6,52,undirected
federalist_20,federalist_79,6,undirected
federalist_21,federalist,709,undirected
federalist_21,federalist_11,6,undirected
federalist_21,federalist_12,252,undirected
federalist_21,federalist_13,70,undirected
federalist_21,federalist_15,168,undirected
federalist_21,federalist_22,281,undirected
federalist_21,federalist_34,245,undirected
federalist_21,federalist_36,262,undirected
federalist_21,federalist_56,42,undirected
federalist_21,federalist_6,24,undirected
federalist_21,federalist_74,23,undirected
federalist_21,federalist_77,54,undirected
federalist_21,federalist_84,6,undirected
federalist_21,federalist_9,6,undirected
federalist_22,federalist,1473,undirected
federalist_22,federalist_1,166,undirected
federalist_22,federalist_11,222,undirected
federalist_22,federalist_12,170,undirected
federalist_22,federalist_13,114,undirected
federalist_22,federalist_15,933,undirected
federalist_22,federalist_17,15,undirected
federalist_22,federalist_21,281,undirected
federalist_22,federalist_24,20,undirected
federalist_22,federalist_25,121,undirected
federalist_22,federalist_26,124,undirected
federalist_22,federalist_29,8,undirected
federalist_22,federalist_30,408,undirected
federalist_22,federalist_31,128,undirected
federalist_22,federalist_34,52,undirected
federalist_22,federalist_35,271,undirected
federalist_22,federalist_36,300,undirected
federalist_22,federalist_38,450,undirected
federalist_22,federalist_41,75,undirected
federalist_22,federalist_59,250,undirected
federalist_22,federalist_60,47,undirected
federalist_22,federalist_62,17,undirected
federalist_22,federalist_64,65,undirected
federalist_22,federalist_66,25,undirected
federalist_22,federalist_68,55,undirected
federalist_22,federalist_69,402,undirected
federalist_22,federalist_70,674,undirected
federalist_22,federalist_72,66,undirected
federalist_22,federalist_73,30,undirected
federalist_22,federalist_74,166,undirected
federalist_22,federalist_75,243,undirected
federalist_22,federalist_77,8,undirected
federalist_22,federalist_78,31,undirected
federalist_22,federalist_79,25,undirected
federalist_22,federalist_81,110,undirected
federalist_22,federalist_84,14,undirected
federalist_22,federalist_85,209,undirected
federalist_22,federalist_9,82,undirected
federalist_23,federalist,629,undirected
federalist_23,federalist_14,42,undirected
federalist_23,federalist_15,60,undirected
federalist_23,federalist_30,315,undirected
federalist_23,federalist_31,149,undirected
federalist_23,federalist_36,299,undirected
federalist_23,federalist_51,6,undirected
federalist_23,federalist_52,12,undirected
federalist_23,federalist_58,12,undirected
federalist_23,federalist_68,6,undirected
federalist_23,federalist_71,24,undirected
federalist_23,federalist_80,30,undirected
federalist_23,federalist_82,24,undirected
federalist_24,federalist,684,undirected
federalist_24,federalist_12,7,undirected
federalist_24,federalist_13,36,undirected
federalist_24,federalist_22,20,undirected
federalist_24,federalist_25,518,undirected
federalist_24,federalist_26,559,undirected
federalist_24,federalist_30,6,undirected
federalist_24,federalist_5,6,undirected
federalist_24,federalist_62,12,undirected
federalist_24,federalist_64,6,undirected
federalist_24,federalist_76,79,undirected
federalist_24,federalist_8,6,undirected
federalist_25,federalist,738,undirected
federalist_25,federalist_1,24,undirected
federalist_25,federalist_13,12,undirected
federalist_25,federalist_16,112,undirected
federalist_25,federalist_22,121,undirected
federalist_25,federalist_24,518,undirected
federalist_25,federalist_27,12,undirected
federalist_25,federalist_28,9,undirected
federalist_25,federalist_29,234,undirected
federalist_25,federalist_30,83,undirected
federalist_25,federalist_36,163,undirected
federalist_25,federalist_55,18,undirected
federalist_25,federalist_61,141,undirected
federalist_25,federalist_7,23,undirected
federalist_25,federalist_72,6,undirected
federalist_25,federalist_73,12,undirected
federalist_25,federalist_76,67,undirected
federalist_25,federalist_8,487,undirected
federalist_25,federalist_85,30,undirected
federalist_26,federalist,750,undirected
federalist_26,federalist_15,6,undirected
federalist_26,federalist_22,124,undirected
federalist_26,federalist_24,559,undirected
federalist_26,federalist_28,84,undirected
federalist_26,federalist_29,724,undirected
federalist_26,federalist_30,36,undirected
federalist_26,federalist_32,21,undirected
federalist_26,federalist_34,119,undirected
federalist_26,federalist_37,12,undirected
federalist_26,federalist_59,103,undirected
federalist_26,federalist_61,18,undirected
federalist_26,federalist_66,30,undirected
federalist_26,federalist_68,34,undirected
federalist_26,federalist_73,64,undirected
federalist_26,federalist_76,105,undirected
federalist_26,federalist_77,48,undirected
federalist_26,federalist_79,62,undirected
federalist_26,federalist_81,13,undirected
federalist_26,federalist_83,18,undirected
federalist_27,federalist,603,undirected
federalist_27,federalist_19,12,undirected
federalist_27,federalist_25,12,undirected
federalist_27,federalist_30,21,undirected
federalist_27,federalist_36,605,undirected
federalist_27,federalist_43,36,undirected
federalist_27,federalist_60,195,undirected
federalist_27,federalist_71,18,undirected
federalist_27,federalist_78,70,undirected
federalist_27,federalist_81,12,undirected
federalist_27,federalist_84,42,undirected
federalist_28,federalist,716,undirected
federalist_28,federalist_16,310,undirected
federalist_28,federalist_17,164,undirected
federalist_28,federalist_19,18,undirected
federalist_28,federalist_25,9,undirected
federalist_28,federalist_26,84,undirected
federalist_28,federalist_29,102,undirected
federalist_28,federalist_31,9,undirected
federalist_28,federalist_34,6,undirected
federalist_28,federalist_36,169,undirected
federalist_28,federalist_45,22,undirected
federalist_28,federalist_46,6,undirected
federalist_28,federalist_49,6,undirected
federalist_28,federalist_51,24,undirected
federalist_28,federalist_65,42,undirected
federalist_28,federalist_68,68,undirected
federalist_28,federalist_70,6,undirected
federalist_28,federalist_71,48,undirected
federalist_28,federalist_78,6,undirected
federalist_28,federalist_82,24,undirected
federalist_29,federalist,696,undirected
federalist_29,federalist_13,106,undirected
federalist_29,federalist_16,480,undirected
federalist_29,federalist_17,69,undirected
federalist_29,federalist_22,8,undirected
federalist_29,federalist_25,234,undirected
federalist_29,federalist_26,724,undirected
federalist_29,federalist_28,102,undirected
federalist_29,federalist_57,36,undirected
federalist_29,federalist_60,28,undirected
federalist_29,federalist_61,18,undirected
federalist_29,federalist_66,19,undirected
federalist_29,federalist_71,12,undirected
federalist_29,federalist_72,91,undirected
federalist_29,federalist_74,296,undirected
federalist_29,federalist_80,36,undirected
federalist_3,federalist,407,undirected
federalist_3,federalist_2,36,undirected
federalist_3,federalist_4,1444,undirected
federalist_3,federalist_5,224,undirected
federalist_3,federalist_53,23,undirected
federalist_3,federalist_64,332,undirected
federalist_30,federalist,761,undirected
federalist_30,federalist_12,6,undirected
federalist_30,federalist_22,408,undirected
federalist_30,federalist_23,315,undirected
federalist_30,federalist_24,6,undirected
federalist_30,federalist_25,83,undirected
federalist_30,federalist_26,36,undirected
federalist_30,federalist_27,21,undirected
federalist_30,federalist_31,413,undirected
federalist_30,federalist_34,150,undirected
federalist_30,federalist_35,48,undirected
federalist_30,federalist_36,95,undirected
federalist_30,federalist_37,6,undirected
federalist_30,federalist_38,24,undirected
federalist_30,federalist_41,12,undirected
federalist_30,federalist_50,6,undirected
federalist_30,federalist_52,12,undirected
federalist_30,federalist_61,17,undirected
federalist_30,federalist_64,6,undirected
federalist_30,federalist_68,34,undirected
federalist_30,federalist_79,24,undirected
federalist_30,federalist_83,18,undirected
federalist_31,federalist,781,undirected
federalist_31,federalist_14,6,undirected
federalist_31,federalist_22,128,undirected
federalist_31,federalist_23,149,undirected
federalist_31,federalist_28,9,undirected
federalist_31,federalist_30,413,undirected
federalist_31,federalist_33,103,undirected
federalist_31,federalist_36,369,undirected
federalist_31,federalist_59,36,undirected
federalist_31,federalist_60,36,undirected
federalist_31,federalist_68,30,undirected
federalist_31,federalist_78,28,undirected
federalist_31,federalist_82,123,undirected
federalist_32,federalist,304,undirected
federalist_32,federalist_19,24,undirected
federalist_32,federalist_26,21,undirected
federalist_32,federalist_33,494,undirected
federalist_32,federalist_54,6,undirected
federalist_32,federalist_58,24,undirected
federalist_32,federalist_73,35,undirected
federalist_32,federalist_78,48,undirected
federalist_32,federalist_81,557,undirected
federalist_32,federalist_82,115,undirected
federalist_32,federalist_83,44,undirected
federalist_33,federalist,671,undirected
federalist_33,federalist_20,24,undirected
federalist_33,federalist_31,103,undirected
federalist_33,federalist_32,494,undirected
federalist_33,federalist_38,24,undirected
federalist_33,federalist_41,79,undirected
federalist_33,federalist_48,6,undirected
federalist_33,federalist_50,18,undirected
federalist_33,federalist_52,6,undirected
federalist_33,federalist_78,106,undirected
federalist_33,federalist_81,502,undirected
federalist_33,federalist_83,34,undirected
federalist_33,federalist_84,6,undirected
federalist_34,federalist,738,undirected
federalist_34,federalist_12,265,undirected
federalist_34,federalist_13,1,undirected
federalist_34,federalist_15,18,undirected
federalist_34,federalist_21,245,undirected
federalist_34,federalist_22,52,undirected
federalist_34,federalist_26,119,undirected
federalist_34,federalist_28,6,undirected
federalist_34,federalist_30,150,undirected
federalist_34,federalist_35,22,undirected
federalist_34,federalist_37,6,undirected
federalist_34,federalist_61,15,undirected
federalist_34,federalist_62,12,undirected
federalist_34,federalist_79,28,undirected
federalist_34,federalist_83,19,undirected
federalist_35,federalist,751,undirected
federalist_35,federalist_1,12,undirected
federalist_35,federalist_12,42,undirected
federalist_35,federalist_13,22,undirected
federalist_35,federalist_17,173,undirected
federalist_35,federalist_22,271,undirected
federalist_35,federalist_30,48,undirected
federalist_35,federalist_34,22,undirected
federalist_35,federalist_37,18,undirected
federalist_35,federalist_38,272,undirected
federalist_35,federalist_46,2,undirected
federalist_35,federalist_53,3,undirected
federalist_35,federalist_60,574,undirected
federalist_35,federalist_64,222,undirected
federalist_35,federalist_70,74,undirected
federalist_35,federalist_72,24,undirected
federalist_35,federalist_83,12,undirected
federalist_36,federalist,770,undirected
federalist_36,federalist_1,70,undirected
federalist_36,federalist_12,56,undirected
federalist_36,federalist_15,61,undirected
federalist_36,federalist_16,24,undirected
federalist_36,federalist_21,262,undirected
federalist_36,federalist_22,300,undirected
federalist_36,federalist_23,299,undirected
federalist_36,federalist_25,163,undirected
federalist_36,federalist_27,605,undirected
federalist_36,federalist_28,169,undirected
federalist_36,federalist_30,95,undirected
federalist_36,federalist_31,369,undirected
federalist_36,federalist_42,18,undirected
federalist_36,federalist_45,162,undirected
federalist_36,federalist_59,133,undirected
federalist_36,federalist_60,46,undirected
federalist_36,federalist_65,5,undirected
federalist_36,federalist_68,64,undirected
federalist_36,federalist_7,24,undirected
federalist_36,federalist_76,6,undirected
federalist_36,federalist_80,150,undirected
federalist_36,federalist_81,68,undirected
federalist_36,federalist_82,168,undirected
federalist_36,federalist_83,45,undirected
federalist_36,federalist_85,36,undirected
federalist_37,federalist,751,undirected
federalist_37,federalist_10,173,undirected
federalist_37,federalist_12,117,undirected
federalist_37,federalist_14,479,undirected
federalist_37,federalist_19,6,undirected
federalist_37,federalist_2,412,undirected
federalist_37,federalist_26,12,undirected
federalist_37,federalist_30,6,undirected
federalist_37,federalist_34,6,undirected
federalist_37,federalist_35,18,undirected
federalist_37,federalist_38,17,undirected
federalist_37,federalist_40,118,undirected
federalist_37,federalist_43,43,undirected
federalist_37,federalist_48,151,undirected
federalist_37,federalist_50,5,undirected
federalist_37,federalist_62,136,undirected
federalist_37,federalist_63,184,undirected
federalist_37,federalist_64,350,undirected
federalist_37,federalist_72,12,undirected
federalist_37,federalist_8,35,undirected
federalist_38,federalist,901,undirected
federalist_38,federalist_2,82,undirected
federalist_38,federalist_22,450,undirected
federalist_38,federalist_30,24,undirected
federalist_38,federalist_33,24,undirected
federalist_38,federalist_35,272,undirected
federalist_38,federalist_37,17,undirected
federalist_38,federalist_40,394,undirected
federalist_38,federalist_41,49,undirected
federalist_38,federalist_46,100,undirected
federalist_38,federalist_48,388,undirected
federalist_38,federalist_54,347,undirected
federalist_38,federalist_62,314,undirected
federalist_38,federalist_64,81,undirected
federalist_38,federalist_70,165,undirected
federalist_38,federalist_83,36,undirected
federalist_38,federalist_84,270,undirected
federalist_38,federalist_9,35,undirected
federalist_39,federalist,728,undirected
federalist_39,federalist_18,24,undirected
federalist_39,federalist_41,55,undirected
federalist_39,federalist_43,427,undirected
federalist_39,federalist_46,36,undirected
federalist_39,federalist_49,18,undirected
federalist_39,federalist_51,1,undirected
federalist_39,federalist_53,38,undirected
federalist_39,federalist_54,180,undirected
federalist_39,federalist_62,143,undirected
federalist_39,federalist_81,30,undirected
federalist_39,federalist_82,6,undirected
federalist_39,federalist_83,4,undirected
federalist_4,federalist,41,undirected
federalist_4,federalist_10,6,undirected
federalist_4,federalist_11,150,undirected
federalist_4,federalist_2,48,undirected
federalist_4,federalist_3,1444,undirected
federalist_4,federalist_5,1424,undirected
federalist_4,federalist_64,55,undirected
federalist_40,federalist,739,undirected
federalist_40,federalist_2,77,undirected
federalist_40,federalist_37,118,undirected
federalist_40,federalist_38,394,undirected
federalist_40,federalist_41,12,undirected
federalist_40,federalist_42,28,undirected
federalist_40,federalist_44,61,undirected
federalist_40,federalist_48,104,undirected
federalist_40,federalist_63,92,undirected
federalist_40,federalist_64,41,undirected
federalist_40,federalist_68,6,undirected
federalist_40,federalist_9,36,undirected
federalist_41,federalist,940,undirected
federalist_41,federalist_10,33,undirected
federalist_41,federalist_14,494,undirected
federalist_41,federalist_22,75,undirected
federalist_41,federalist_30,12,undirected
federalist_41,federalist_33,79,undirected
federalist_41,federalist_38,49,undirected
federalist_41,federalist_39,55,undirected
federalist_41,federalist_40,12,undirected
federalist_41,federalist_42,120,undirected
federalist_41,federalist_43,881,undirected
federalist_41,federalist_44,265,undirected
federalist_41,federalist_45,48,undirected
federalist_41,federalist_48,64,undirected
federalist_41,federalist_49,30,undirected
federalist_41,federalist_51,67,undirected
federalist_41,federalist_52,89,undirected
federalist_41,federalist_53,137,undirected
federalist_41,federalist_55,6,undirected
federalist_41,federalist_58,147,undirected
federalist_41,federalist_63,322,undirected
federalist_41,federalist_68,25,undirected
federalist_41,federalist_7,6,undirected
federalist_41,federalist_72,12,undirected
federalist_41,federalist_74,27,undirected
federalist_42,federalist,768,undirected
federalist_42,federalist_16,6,undirected
federalist_42,federalist_17,13,undirected
federalist_42,federalist_20,24,undirected
federalist_42,federalist_36,18,undirected
federalist_42,federalist_40,28,undirected
federalist_42,federalist_41,120,undirected
federalist_42,federalist_43,782,undirected
federalist_42,federalist_44,507,undirected
federalist_42,federalist_45,11,undirected
federalist_42,federalist_47,102,undirected
federalist_42,federalist_53,30,undirected
federalist_42,federalist_57,42,undirected
federalist_42,federalist_61,12,undirected
federalist_42,federalist_63,27,undirected
federalist_42,federalist_67,49,undirected
federalist_42,federalist_69,108,undirected
federalist_42,federalist_7,5,undirected
federalist_42,federalist_80,37,undirected
federalist_42,federalist_81,97,undirected
federalist_43,federalist,697,undirected
federalist_43,federalist_14,7,undirected
federalist_43,federalist_17,12,undirected
federalist_43,federalist_27,36,undirected
federalist_43,federalist_37,43,undirected
federalist_43,federalist_39,427,undirected
federalist_43,federalist_41,881,undirected
federalist_43,federalist_42,782,undirected
federalist_43,federalist_44,104,undirected
federalist_43,federalist_46,17,undirected
federalist_43,federalist_49,311,undirected
federalist_43,federalist_51,624,undirected
federalist_43,federalist_52,24,undirected
federalist_43,federalist_53,75,undirected
federalist_43,federalist_54,2,undirected
federalist_43,federalist_58,80,undirected
federalist_43,federalist_60,18,undirected
federalist_43,federalist_63,18,undirected
federalist_43,federalist_65,6,undirected
federalist_43,federalist_80,12,undirected
federalist_44,federalist,726,undirected
federalist_44,federalist_18,6,undirected
federalist_44,federalist_19,24,undirected
federalist_44,federalist_20,6,undirected
federalist_44,federalist_40,61,undirected
federalist_44,federalist_41,265,undirected
federalist_44,federalist_42,507,undirected
federalist_44,federalist_43,104,undirected
federalist_44,federalist_47,38,undirected
federalist_44,federalist_49,18,undirected
federalist_44,federalist_50,53,undirected
federalist_44,federalist_51,30,undirected
federalist_44,federalist_53,12,undirected
federalist_44,federalist_82,36,undirected
federalist_45,federalist,654,undirected
federalist_45,federalist_18,12,undirected
federalist_45,federalist_28,22,undirected
federalist_45,federalist_36,162,undirected
federalist_45,federalist_41,48,undirected
federalist_45,federalist_42,11,undirected
federalist_45,federalist_46,1091,undirected
federalist_45,federalist_47,48,undirected
federalist_45,federalist_57,18,undirected
federalist_45,federalist_58,20,undirected
federalist_46,federalist,657,undirected
federalist_46,federalist_14,6,undirected
federalist_46,federalist_18,30,undirected
federalist_46,federalist_28,6,undirected
federalist_46,federalist_35,2,undirected
federalist_46,federalist_38,100,undirected
federalist_46,federalist_39,36,undirected
federalist_46,federalist_43,17,undirected
federalist_46,federalist_45,1091,undirected
federalist_46,federalist_47,12,undirected
federalist_46,federalist_49,256,undirected
federalist_46,federalist_63,85,undirected
federalist_47,federalist,656,undirected
federalist_47,federalist_18,135,undirected
federalist_47,federalist_19,131,undirected
federalist_47,federalist_42,102,undirected
federalist_47,federalist_44,38,undirected
federalist_47,federalist_45,48,undirected
federalist_47,federalist_46,12,undirected
federalist_47,federalist_48,379,undirected
federalist_47,federalist_67,6,undirected
federalist_47,federalist_69,222,undirected
federalist_48,federalist,740,undirected
federalist_48,federalist_10,18,undirected
federalist_48,federalist_20,54,undirected
federalist_48,federalist_33,6,undirected
federalist_48,federalist_37,151,undirected
federalist_48,federalist_38,388,undirected
federalist_48,federalist_40,104,undirected
federalist_48,federalist_41,64,undirected
federalist_48,federalist_47,379,undirected
federalist_48,federalist_49,163,undirected
federalist_48,federalist_50,730,undirected
federalist_48,federalist_57,5,undirected
federalist_48,federalist_63,290,undirected
federalist_48,federalist_79,12,undirected
federalist_49,federalist,768,undirected
federalist_49,federalist_28,6,undirected
federalist_49,federalist_39,18,undirected
federalist_49,federalist_41,30,undirected
federalist_49,federalist_43,311,undirected
federalist_49,federalist_44,18,undirected
federalist_49,federalist_46,256,undirected
federalist_49,federalist_48,163,undirected
federalist_49,federalist_50,19,undirected
federalist_49,federalist_51,18,undirected
federalist_49,federalist_52,6,undirected
federalist_49,federalist_57,2,undirected
federalist_49,federalist_62,15,undirected
federalist_49,federalist_63,304,undirected
federalist_49,federalist_65,48,undirected
federalist_49,federalist_67,6,undirected
federalist_49,federalist_74,12,undirected
federalist_49,federalist_82,30,undirected
federalist_5,federalist,84,undirected
federalist_5,federalist_10,37,undirected
federalist_5,federalist_11,402,undirected
federalist_5,federalist_2,136,undirected
federalist_5,federalist_24,6,undirected
federalist_5,federalist_3,224,undirected
federalist_5,federalist_4,1424,undirected
federalist_5,federalist_64,61,undirected
federalist_50,federalist,351,undirected
federalist_50,federalist_20,36,undirected
federalist_50,federalist_30,6,undirected
federalist_50,federalist_33,18,undirected
federalist_50,federalist_37,5,undirected
federalist_50,federalist_44,53,undirected
federalist_50,federalist_48,730,undirected
federalist_50,federalist_49,19,undirected
federalist_50,federalist_52,44,undirected
federalist_50,federalist_58,220,undirected
federalist_50,federalist_63,150,undirected
federalist_51,federalist,547,undirected
federalist_51,federalist_10,86,undirected
federalist_51,federalist_14,13,undirected
federalist_51,federalist_23,6,undirected
federalist_51,federalist_28,24,undirected
federalist_51,federalist_39,1,undirected
federalist_51,federalist_41,67,undirected
federalist_51,federalist_43,624,undirected
federalist_51,federalist_44,30,undirected
