Source,Target,Weight,Type
federalist_10,federalist_4,2,undirected
federalist_10,federalist_41,6,undirected
federalist_10,federalist_48,3,undirected
federalist_10,federalist_5,9,undirected
federalist_10,federalist_51,54,undirected
federalist_10,federalist_53,6,undirected
federalist_10,federalist_57,20,undirected
federalist_10,federalist_62,165,undirected
federalist_10,federalist_63,34,undirected
federalist_10,federalist_79,6,undirected
federalist_11,federalist,283,undirected
federalist_11,federalist_12,335,undirected
federalist_11,federalist_13,205,undirected
federalist_11,federalist_15,67,undirected
federalist_11,federalist_21,1,undirected
federalist_11,federalist_22,49,undirected
federalist_11,federalist_4,76,undirected
federalist_11,federalist_5,178,undirected
federalist_11,federalist_56,7,undirected
federalist_11,federalist_6,165,undirected
federalist_11,federalist_60,26,undirected
federalist_11,federalist_7,291,undirected
federalist_11,federalist_77,1,undirected
federalist_11,federalist_8,66,undirected
federalist_12,federalist,307,undirected
federalist_12,federalist_1,6,undirected
federalist_12,federalist_11,335,undirected
federalist_12,federalist_15,9,undirected
federalist_12,federalist_21,114,undirected
federalist_12,federalist_22,37,undirected
federalist_12,federalist_24,1,undirected
federalist_12,federalist_30,1,undirected
federalist_12,federalist_34,100,undirected
federalist_12,federalist_35,21,undirected
federalist_12,federalist_36,43,undirected
federalist_12,federalist_37,36,undirected
federalist_12,federalist_56,19,undirected
federalist_12,federalist_6,35,undirected
federalist_12,federalist_7,118,undirected
federalist_12,federalist_8,222,undirected
federalist_12,federalist_9,24,undirected
federalist_13,federalist,212,undirected
federalist_13,federalist_1,1,undirected
federalist_13,federalist_11,205,undirected
federalist_13,federalist_21,53,undirected
federalist_13,federalist_22,30,undirected
federalist_13,federalist_24,6,undirected
federalist_13,federalist_25,2,undirected
federalist_13,federalist_29,31,undirected
federalist_13,federalist_35,6,undirected
federalist_13,federalist_55,25,undirected
federalist_13,federalist_62,5,undirected
federalist_13,federalist_72,14,undirected
federalist_13,federalist_75,21,undirected
federalist_13,federalist_8,2,undirected
federalist_14,federalist,292,undirected
federalist_14,federalist_1,55,undirected
federalist_14,federalist_23,7,undirected
federalist_14,federalist_31,1,undirected
federalist_14,federalist_37,189,undirected
federalist_14,federalist_41,122,undirected
federalist_14,federalist_43,7,undirected
federalist_14,federalist_46,1,undirected
federalist_14,federalist_57,28,undirected
federalist_14,federalist_58,23,undirected
federalist_14,federalist_59,2,undirected
federalist_14,federalist_63,18,undirected
federalist_14,federalist_68,6,undirected
federalist_14,federalist_70,2,undirected
federalist_14,federalist_84,1,undirected
federalist_14,federalist_9,39,undirected
federalist_15,federalist,289,undirected
federalist_15,federalist_1,4,undirected
federalist_15,federalist_11,67,undirected
federalist_15,federalist_12,9,undirected
federalist_15,federalist_17,142,undirected
federalist_15,federalist_2,49,undirected
federalist_15,federalist_21,91,undirected
federalist_15,federalist_22,384,undirected
federalist_15,federalist_23,26,undirected
federalist_15,federalist_26,1,undirected
federalist_15,federalist_34,3,undirected
federalist_15,federalist_36,17,undirected
federalist_15,federalist_6,16,undirected
federalist_15,federalist_70,1,undirected
federalist_15,federalist_8,11,undirected
federalist_15,federalist_85,3,undirected
federalist_16,federalist,286,undirected
federalist_16,federalist_25,24,undirected
federalist_16,federalist_28,151,undirected
federalist_16,federalist_29,239,undirected
federalist_16,federalist_36,4,undirected
federalist_16,federalist_42,1,undirected
federalist_16,federalist_57,3,undirected
federalist_16,federalist_65,14,undirected
federalist_16,federalist_8,24,undirected
federalist_16,federalist_80,2,undirected
federalist_16,federalist_84,5,undirected
federalist_16,federalist_9,222,undirected
federalist_17,federalist,290,undirected
federalist_17,federalist_15,142,undirected
federalist_17,federalist_19,1,undirected
federalist_17,federalist_22,3,undirected
federalist_17,federalist_28,35,undirected
federalist_17,federalist_29,16,undirected
federalist_17,federalist_35,57,undirected
federalist_17,federalist_42,2,undirected
federalist_17,federalist_43,2,undirected
federalist_17,federalist_57,4,undirected
federalist_17,federalist_6,57,undirected
federalist_17,federalist_67,1,undirected
federalist_17,federalist_69,1,undirected
federalist_17,federalist_80,19,undirected
federalist_18,federalist,90,undirected
federalist_18,federalist_19,591,undirected
federalist_18,federalist_20,437,undirected
federalist_18,federalist_39,4,undirected
federalist_18,federalist_44,1,undirected
federalist_18,federalist_45,2,undirected
federalist_18,federalist_46,5,undirected
federalist_18,federalist_47,24,undirected
federalist_18,federalist_6,34,undirected
federalist_18,federalist_67,3,undirected
federalist_19,federalist,170,undirected
federalist_19,federalist_17,1,undirected
federalist_19,federalist_18,591,undirected
federalist_19,federalist_20,329,undirected
federalist_19,federalist_27,2,undirected
federalist_19,federalist_28,3,undirected
federalist_19,federalist_32,4,undirected
federalist_19,federalist_37,1,undirected
federalist_19,federalist_44,4,undirected
federalist_19,federalist_47,43,undirected
federalist_19,federalist_54,2,undirected
federalist_19,federalist_6,6,undirected
federalist_19,federalist_78,5,undirected
federalist_2,federalist,269,undirected
federalist_2,federalist_15,49,undirected
federalist_2,federalist_3,6,undirected
federalist_2,federalist_37,179,undirected
federalist_2,federalist_38,13,undirected
federalist_2,federalist_4,8,undirected
federalist_2,federalist_40,15,undirected
federalist_2,federalist_5,63,undirected
federalist_2,federalist_64,11,undirected
federalist_2,federalist_9,62,undirected
federalist_20,federalist,132,undirected
federalist_20,federalist_10,1,undirected
federalist_20,federalist_18,437,undirected
federalist_20,federalist_19,329,undirected
federalist_20,federalist_33,4,undirected
federalist_20,federalist_42,4,undirected
federalist_20,federalist_44,1,undirected
federalist_20,federalist_48,9,undirected
federalist_20,federalist_50,6,undirected
federalist_20,federalist_6,10,undirected
federalist_20,federalist_79,1,undirected
federalist_21,federalist,288,undirected
federalist_21,federalist_11,1,undirected
federalist_21,federalist_12,114,undirected
federalist_21,federalist_13,53,undirected
federalist_21,federalist_15,91,undirected
federalist_21,federalist_22,62,undirected
federalist_21,federalist_34,130,undirected
federalist_21,federalist_36,132,undirected
federalist_21,federalist_56,7,undirected
federalist_21,federalist_6,4,undirected
federalist_21,federalist_74,4,undirected
federalist_21,federalist_77,9,undirected
federalist_21,federalist_84,1,undirected
federalist_21,federalist_9,1,undirected
federalist_22,federalist,587,undirected
federalist_22,federalist_1,61,undirected
federalist_22,federalist_11,49,undirected
federalist_22,federalist_12,37,undirected
federalist_22,federalist_13,30,undirected
federalist_22,federalist_15,384,undirected
federalist_22,federalist_17,3,undirected
federalist_22,federalist_21,62,undirected
federalist_22,federalist_24,4,undirected
federalist_22,federalist_25,31,undirected
federalist_22,federalist_26,28,undirected
federalist_22,federalist_29,3,undirected
federalist_22,federalist_30,157,undirected
federalist_22,federalist_31,46,undirected
federalist_22,federalist_34,15,undirected
federalist_22,federalist_35,107,undirected
federalist_22,federalist_36,110,undirected
federalist_22,federalist_38,144,undirected
federalist_22,federalist_41,39,undirected
federalist_22,federalist_59,124,undirected
federalist_22,federalist_60,31,undirected
federalist_22,federalist_62,3,undirected
federalist_22,federalist_64,39,undirected
federalist_22,federalist_66,10,undirected
federalist_22,federalist_68,18,undirected
federalist_22,federalist_69,178,undirected
federalist_22,federalist_70,278,undirected
federalist_22,federalist_72,12,undirected
federalist_22,federalist_73,6,undirected
federalist_22,federalist_74,52,undirected
federalist_22,federalist_75,66,undirected
federalist_22,federalist_77,1,undirected
federalist_22,federalist_78,10,undirected
federalist_22,federalist_79,6,undirected
federalist_22,federalist_81,25,undirected
federalist_22,federalist_84,3,undirected
federalist_22,federalist_85,83,undirected
federalist_22,federalist_9,16,undirected
federalist_23,federalist,270,undirected
federalist_23,federalist_14,7,undirected
federalist_23,federalist_15,26,undirected
federalist_23,federalist_30,152,undirected
federalist_23,federalist_31,53,undirected
federalist_23,federalist_36,83,undirected
federalist_23,federalist_51,1,undirected
federalist_23,federalist_52,2,undirected
federalist_23,federalist_58,2,undirected
federalist_23,federalist_68,1,undirected
federalist_23,federalist_71,4,undirected
federalist_23,federalist_80,5,undirected
federalist_23,federalist_82,4,undirected
federalist_24,federalist,284,undirected
federalist_24,federalist_12,1,undirected
federalist_24,federalist_13,6,undirected
federalist_24,federalist_22,4,undirected
federalist_24,federalist_25,188,undirected
federalist_24,federalist_26,249,undirected
federalist_24,federalist_30,1,undirected
federalist_24,federalist_5,1,undirected
federalist_24,federalist_62,2,undirected
federalist_24,federalist_64,1,undirected
federalist_24,federalist_76,14,undirected
federalist_24,federalist_8,1,undirected
federalist_25,federalist,294,undirected
federalist_25,federalist_1,4,undirected
federalist_25,federalist_13,2,undirected
federalist_25,federalist_16,24,undirected
federalist_25,federalist_22,31,undirected
federalist_25,federalist_24,188,undirected
federalist_25,federalist_27,2,undirected
federalist_25,federalist_28,9,undirected
federalist_25,federalist_29,66,undirected
federalist_25,federalist_30,15,undirected
federalist_25,federalist_36,30,undirected
federalist_25,federalist_55,3,undirected
federalist_25,federalist_61,42,undirected
federalist_25,federalist_7,5,undirected
federalist_25,federalist_72,1,undirected
federalist_25,federalist_73,2,undirected
federalist_25,federalist_76,11,undirected
federalist_25,federalist_8,252,undirected
federalist_25,federalist_85,5,undirected
federalist_26,federalist,296,undirected
federalist_26,federalist_15,1,undirected
federalist_26,federalist_22,28,undirected
federalist_26,federalist_24,249,undirected
federalist_26,federalist_28,16,undirected
federalist_26,federalist_29,313,undirected
federalist_26,federalist_30,6,undirected
federalist_26,federalist_32,4,undirected
federalist_26,federalist_34,21,undirected
federalist_26,federalist_37,2,undirected
federalist_26,federalist_59,18,undirected
federalist_26,federalist_61,3,undirected
federalist_26,federalist_66,6,undirected
federalist_26,federalist_68,7,undirected
federalist_26,federalist_73,11,undirected
federalist_26,federalist_76,19,undirected
federalist_26,federalist_77,9,undirected
federalist_26,federalist_79,11,undirected
federalist_26,federalist_81,3,undirected
federalist_26,federalist_83,3,undirected
federalist_27,federalist,235,undirected
federalist_27,federalist_19,2,undirected
federalist_27,federalist_25,2,undirected
federalist_27,federalist_30,6,undirected
federalist_27,federalist_36,251,undirected
federalist_27,federalist_43,6,undirected
federalist_27,federalist_60,86,undirected
federalist_27,federalist_71,3,undirected
federalist_27,federalist_78,12,undirected
federalist_27,federalist_81,2,undirected
federalist_27,federalist_84,8,undirected
federalist_28,federalist,290,undirected
federalist_28,federalist_16,151,undirected
federalist_28,federalist_17,35,undirected
federalist_28,federalist_19,3,undirected
federalist_28,federalist_25,9,undirected
federalist_28,federalist_26,16,undirected
federalist_28,federalist_29,45,undirected
federalist_28,federalist_31,9,undirected
federalist_28,federalist_34,1,undirected
federalist_28,federalist_36,51,undirected
federalist_28,federalist_45,4,undirected
federalist_28,federalist_46,1,undirected
federalist_28,federalist_49,1,undirected
federalist_28,federalist_51,4,undirected
federalist_28,federalist_65,7,undirected
federalist_28,federalist_68,12,undirected
federalist_28,federalist_70,1,undirected
federalist_28,federalist_71,8,undirected
federalist_28,federalist_78,1,undirected
federalist_28,federalist_82,4,undirected
federalist_29,federalist,286,undirected
federalist_29,federalist_13,31,undirected
federalist_29,federalist_16,239,undirected
federalist_29,federalist_17,16,undirected
federalist_29,federalist_22,3,undirected
federalist_29,federalist_25,66,undirected
federalist_29,federalist_26,313,undirected
federalist_29,federalist_28,45,undirected
federalist_29,federalist_57,6,undirected
federalist_29,federalist_61,3,undirected
federalist_29,federalist_71,2,undirected
federalist_29,federalist_72,17,undirected
federalist_29,federalist_74,150,undirected
federalist_29,federalist_80,6,undirected
federalist_3,federalist,176,undirected
federalist_3,federalist_2,6,undirected
federalist_3,federalist_4,547,undirected
federalist_3,federalist_5,79,undirected
federalist_3,federalist_53,5,undirected
federalist_3,federalist_64,77,undirected
federalist_30,federalist,298,undirected
federalist_30,federalist_12,1,undirected
federalist_30,federalist_22,157,undirected
federalist_30,federalist_23,152,undirected
federalist_30,federalist_24,1,undirected
federalist_30,federalist_25,15,undirected
federalist_30,federalist_26,6,undirected
federalist_30,federalist_27,6,undirected
federalist_30,federalist_31,232,undirected
federalist_30,federalist_34,56,undirected
federalist_30,federalist_35,8,undirected
federalist_30,federalist_36,26,undirected
federalist_30,federalist_37,1,undirected
federalist_30,federalist_38,4,undirected
federalist_30,federalist_41,2,undirected
federalist_30,federalist_50,1,undirected
federalist_30,federalist_52,2,undirected
federalist_30,federalist_61,3,undirected
federalist_30,federalist_64,1,undirected
federalist_30,federalist_68,6,undirected
federalist_30,federalist_79,4,undirected
federalist_30,federalist_83,3,undirected
federalist_31,federalist,301,undirected
federalist_31,federalist_14,1,undirected
federalist_31,federalist_22,46,undirected
federalist_31,federalist_23,53,undirected
federalist_31,federalist_28,9,undirected
federalist_31,federalist_30,232,undirected
federalist_31,federalist_33,66,undirected
federalist_31,federalist_36,114,undirected
federalist_31,federalist_59,6,undirected
federalist_31,federalist_60,7,undirected
federalist_31,federalist_68,5,undirected
federalist_31,federalist_78,5,undirected
federalist_31,federalist_82,23,undirected
federalist_32,federalist,99,undirected
federalist_32,federalist_19,4,undirected
federalist_32,federalist_26,4,undirected
federalist_32,federalist_33,242,undirected
federalist_32,federalist_54,1,undirected
federalist_32,federalist_58,4,undirected
federalist_32,federalist_73,6,undirected
federalist_32,federalist_78,8,undirected
federalist_32,federalist_81,201,undirected
federalist_32,federalist_82,68,undirected
federalist_32,federalist_83,14,undirected
federalist_33,federalist,262,undirected
federalist_33,federalist_20,4,undirected
federalist_33,federalist_31,66,undirected
federalist_33,federalist_32,242,undirected
federalist_33,federalist_38,4,undirected
federalist_33,federalist_41,18,undirected
federalist_33,federalist_48,1,undirected
federalist_33,federalist_50,3,undirected
federalist_33,federalist_52,1,undirected
federalist_33,federalist_78,29,undirected
federalist_33,federalist_81,180,undirected
federalist_33,federalist_83,6,undirected
federalist_33,federalist_84,1,undirected
federalist_34,federalist,294,undirected
federalist_34,federalist_12,100,undirected
federalist_34,federalist_15,3,undirected
federalist_34,federalist_21,130,undirected
federalist_34,federalist_22,15,undirected
federalist_34,federalist_26,21,undirected
federalist_34,federalist_28,1,undirected
federalist_34,federalist_30,56,undirected
federalist_34,federalist_35,4,undirected
federalist_34,federalist_37,1,undirected
federalist_34,federalist_61,3,undirected
federalist_34,federalist_62,2,undirected
federalist_34,federalist_79,5,undirected
federalist_35,federalist,296,undirected
federalist_35,federalist_1,2,undirected
federalist_35,federalist_12,21,undirected
federalist_35,federalist_13,6,undirected
federalist_35,federalist_17,57,undirected
federalist_35,federalist_22,107,undirected
federalist_35,federalist_30,8,undirected
federalist_35,federalist_34,4,undirected
federalist_35,federalist_37,3,undirected
federalist_35,federalist_38,58,undirected
federalist_35,federalist_46,1,undirected
federalist_35,federalist_60,289,undirected
federalist_35,federalist_64,56,undirected
federalist_35,federalist_70,15,undirected
federalist_35,federalist_72,4,undirected
federalist_35,federalist_83,2,undirected
federalist_36,federalist,300,undirected
federalist_36,federalist_1,12,undirected
federalist_36,federalist_12,43,undirected
federalist_36,federalist_15,17,undirected
federalist_36,federalist_16,4,undirected
federalist_36,federalist_21,132,undirected
federalist_36,federalist_22,110,undirected
federalist_36,federalist_23,83,undirected
federalist_36,federalist_25,30,undirected
federalist_36,federalist_27,251,undirected
federalist_36,federalist_28,51,undirected
federalist_36,federalist_30,26,undirected
federalist_36,federalist_31,114,undirected
federalist_36,federalist_42,3,undirected
federalist_36,federalist_45,61,undirected
federalist_36,federalist_59,49,undirected
federalist_36,federalist_60,29,undirected
federalist_36,federalist_65,1,undirected
federalist_36,federalist_68,12,undirected
federalist_36,federalist_7,4,undirected
federalist_36,federalist_76,1,undirected
federalist_36,federalist_80,45,undirected
federalist_36,federalist_81,15,undirected
federalist_36,federalist_82,40,undirected
federalist_36,federalist_83,10,undirected
federalist_36,federalist_85,6,undirected
federalist_37,federalist,296,undirected
federalist_37,federalist_10,79,undirected
federalist_37,federalist_12,36,undirected
federalist_37,federalist_14,189,undirected
federalist_37,federalist_19,1,undirected
federalist_37,federalist_2,179,undirected
federalist_37,federalist_26,2,undirected
federalist_37,federalist_30,1,undirected
federalist_37,federalist_34,1,undirected
federalist_37,federalist_35,3,undirected
federalist_37,federalist_38,17,undirected
federalist_37,federalist_40,42,undirected
federalist_37,federalist_43,42,undirected
federalist_37,federalist_48,28,undirected
federalist_37,federalist_50,1,undirected
federalist_37,federalist_62,49,undirected
federalist_37,federalist_63,93,undirected
federalist_37,federalist_64,149,undirected
federalist_37,federalist_72,2,undirected
federalist_37,federalist_8,10,undirected
federalist_38,federalist,402,undirected
federalist_38,federalist_2,13,undirected
federalist_38,federalist_22,144,undirected
federalist_38,federalist_30,4,undirected
federalist_38,federalist_33,4,undirected
federalist_38,federalist_35,58,undirected
federalist_38,federalist_37,17,undirected
federalist_38,federalist_40,176,undirected
federalist_38,federalist_41,24,undirected
federalist_38,federalist_46,57,undirected
federalist_38,federalist_48,169,undirected
federalist_38,federalist_54,165,undirected
federalist_38,federalist_62,102,undirected
federalist_38,federalist_64,34,undirected
federalist_38,federalist_70,58,undirected
federalist_38,federalist_83,6,undirected
federalist_38,federalist_84,142,undirected
federalist_38,federalist_9,35,undirected
federalist_39,federalist,292,undirected
federalist_39,federalist_18,4,undirected
federalist_39,federalist_41,14,undirected
federalist_39,federalist_43,184,undirected
federalist_39,federalist_46,6,undirected
federalist_39,federalist_49,3,undirected
federalist_39,federalist_53,8,undirected
federalist_39,federalist_54,33,undirected
federalist_39,federalist_62,75,undirected
federalist_39,federalist_81,5,undirected
federalist_39,federalist_82,1,undirected
federalist_4,federalist,10,undirected
federalist_4,federalist_10,2,undirected
federalist_4,federalist_11,76,undirected
federalist_4,federalist_2,8,undirected
federalist_4,federalist_3,547,undirected
federalist_4,federalist_5,558,undirected
federalist_4,federalist_64,11,undirected
federalist_40,federalist,294,undirected
federalist_40,federalist_2,15,undirected
federalist_40,federalist_37,42,undirected
federalist_40,federalist_38,176,undirected
federalist_40,federalist_41,2,undirected
federalist_40,federalist_42,5,undirected
federalist_40,federalist_44,36,undirected
federalist_40,federalist_48,23,undirected
federalist_40,federalist_63,16,undirected
federalist_40,federalist_64,8,undirected
federalist_40,federalist_68,1,undirected
federalist_40,federalist_9,12,undirected
federalist_41,federalist,336,undirected
federalist_41,federalist_10,6,undirected
federalist_41,federalist_14,122,undirected
federalist_41,federalist_22,39,undirected
federalist_41,federalist_30,2,undirected
federalist_41,federalist_33,18,undirected
federalist_41,federalist_38,24,undirected
federalist_41,federalist_39,14,undirected
federalist_41,federalist_40,2,undirected
federalist_41,federalist_42,29,undirected
federalist_41,federalist_43,341,undirected
federalist_41,federalist_44,86,undirected
federalist_41,federalist_45,24,undirected
federalist_41,federalist_48,19,undirected
federalist_41,federalist_49,5,undirected
federalist_41,federalist_51,17,undirected
federalist_41,federalist_52,16,undirected
federalist_41,federalist_53,34,undirected
federalist_41,federalist_55,1,undirected
federalist_41,federalist_58,36,undirected
federalist_41,federalist_63,75,undirected
federalist_41,federalist_68,4,undirected
federalist_41,federalist_7,1,undirected
federalist_41,federalist_72,2,undirected
federalist_41,federalist_74,5,undirected
federalist_42,federalist,299,undirected
federalist_42,federalist_16,1,undirected
federalist_42,federalist_17,2,undirected
federalist_42,federalist_20,4,undirected
federalist_42,federalist_36,3,undirected
federalist_42,federalist_40,5,undirected
federalist_42,federalist_41,29,undirected
federalist_42,federalist_43,332,undirected
federalist_42,federalist_44,209,undirected
federalist_42,federalist_45,2,undirected
federalist_42,federalist_47,18,undirected
federalist_42,federalist_53,5,undirected
federalist_42,federalist_57,7,undirected
federalist_42,federalist_61,2,undirected
federalist_42,federalist_63,5,undirected
federalist_42,federalist_67,9,undirected
federalist_42,federalist_69,20,undirected
federalist_42,federalist_7,1,undirected
federalist_42,federalist_80,7,undirected
federalist_42,federalist_81,35,undirected
federalist_43,federalist,286,undirected
federalist_43,federalist_14,7,undirected
federalist_43,federalist_17,2,undirected
federalist_43,federalist_27,6,undirected
federalist_43,federalist_37,42,undirected
federalist_43,federalist_39,184,undirected
federalist_43,federalist_41,341,undirected
federalist_43,federalist_42,332,undirected
federalist_43,federalist_44,57,undirected
federalist_43,federalist_46,5,undirected
federalist_43,federalist_49,147,undirected
federalist_43,federalist_51,246,undirected
federalist_43,federalist_52,4,undirected
federalist_43,federalist_53,45,undirected
federalist_43,federalist_54,2,undirected
federalist_43,federalist_58,47,undirected
federalist_43,federalist_60,3,undirected
federalist_43,federalist_63,3,undirected
federalist_43,federalist_65,1,undirected
federalist_43,federalist_80,2,undirected
federalist_44,federalist,291,undirected
federalist_44,federalist_18,1,undirected
federalist_44,federalist_19,4,undirected
federalist_44,federalist_20,1,undirected
federalist_44,federalist_40,36,undirected
federalist_44,federalist_41,86,undirected
federalist_44,federalist_42,209,undirected
federalist_44,federalist_43,57,undirected
federalist_44,federalist_47,7,undirected
federalist_44,federalist_49,3,undirected
federalist_44,federalist_50,9,undirected
federalist_44,federalist_51,5,undirected
federalist_44,federalist_53,2,undirected
federalist_44,federalist_82,6,undirected
federalist_45,federalist,276,undirected
federalist_45,federalist_18,2,undirected
federalist_45,federalist_28,4,undirected
federalist_45,federalist_36,61,undirected
federalist_45,federalist_41,24,undirected
federalist_45,federalist_42,2,undirected
federalist_45,federalist_46,401,undirected
federalist_45,federalist_47,8,undirected
federalist_45,federalist_57,3,undirected
federalist_45,federalist_58,10,undirected
federalist_46,federalist,277,undirected
federalist_46,federalist_14,1,undirected
federalist_46,federalist_18,5,undirected
federalist_46,federalist_28,1,undirected
federalist_46,federalist_35,1,undirected
federalist_46,federalist_38,57,undirected
federalist_46,federalist_39,6,undirected
federalist_46,federalist_43,5,undirected
federalist_46,federalist_45,401,undirected
federalist_46,federalist_47,2,undirected
federalist_46,federalist_49,52,undirected
federalist_46,federalist_63,36,undirected
federalist_47,federalist,278,undirected
federalist_47,federalist_18,24,undirected
federalist_47,federalist_19,43,undirected
federalist_47,federalist_42,18,undirected
federalist_47,federalist_44,7,undirected
federalist_47,federalist_45,8,undirected
federalist_47,federalist_46,2,undirected
federalist_47,federalist_48,172,undirected
federalist_47,federalist_67,1,undirected
federalist_47,federalist_69,79,undirected
federalist_48,federalist,294,undirected
federalist_48,federalist_10,3,undirected
federalist_48,federalist_20,9,undirected
federalist_48,federalist_33,1,undirected
federalist_48,federalist_37,28,undirected
federalist_48,federalist_38,169,undirected
federalist_48,federalist_40,23,undirected
federalist_48,federalist_41,19,undirected
federalist_48,federalist_47,172,undirected
federalist_48,federalist_49,94,undirected
federalist_48,federalist_50,292,undirected
federalist_48,federalist_57,1,undirected
federalist_48,federalist_63,64,undirected
federalist_48,federalist_79,2,undirected
federalist_49,federalist,299,undirected
federalist_49,federalist_28,1,undirected
federalist_49,federalist_39,3,undirected
federalist_49,federalist_41,5,undirected
federalist_49,federalist_43,147,undirected
federalist_49,federalist_44,3,undirected
federalist_49,federalist_46,52,undirected
federalist_49,federalist_48,94,undirected
federalist_49,federalist_50,14,undirected
federalist_49,federalist_51,3,undirected
federalist_49,federalist_52,1,undirected
federalist_49,federalist_62,4,undirected
federalist_49,federalist_63,100,undirected
federalist_49,federalist_65,8,undirected
federalist_49,federalist_67,1,undirected
federalist_49,federalist_74,2,undirected
federalist_49,federalist_82,5,undirected
federalist_5,federalist,29,undirected
federalist_5,federalist_10,9,undirected
federalist_5,federalist_11,178,undirected
federalist_5,federalist_2,63,undirected
federalist_5,federalist_24,1,undirected
federalist_5,federalist_3,79,undirected
federalist_5,federalist_4,558,undirected
federalist_5,federalist_64,11,undirected
federalist_50,federalist,102,undirected
federalist_50,federalist_20,6,undirected
federalist_50,federalist_30,1,undirected
federalist_50,federalist_33,3,undirected
federalist_50,federalist_37,1,undirected
federalist_50,federalist_44,9,undirected
federalist_50,federalist_48,292,undirected
federalist_50,federalist_49,14,undirected
federalist_50,federalist_52,9,undirected
federalist_50,federalist_58,104,undirected
federalist_50,federalist_63,73,undirected
federalist_51,federalist,232,undirected
federalist_51,federalist_10,54,undirected
federalist_51,federalist_23,1,undirected
federalist_51,federalist_28,4,undirected
federalist_51,federalist_41,17,undirected
federalist_51,federalist_43,246,undirected
federalist_51,federalist_44,5,undirected
federalist_51,federalist_49,3,undirected
federalist_51,federalist_58,21,undirected
federalist_51,federalist_63,30,undirected
federalist_51,federalist_65,1,undirected
federalist_51,federalist_71,1,undirected
federalist_52,federalist,295,undirected
federalist_52,federalist_23,2,undirected
federalist_52,federalist_30,2,undirected
federalist_52,federalist_33,1,undirected
federalist_52,federalist_41,16,undirected
federalist_52,federalist_43,4,undirected
federalist_52,federalist_49,1,undirected
federalist_52,federalist_50,9,undirected
federalist_52,federalist_54,1,undirected
federalist_52,federalist_58,165,undirected
federalist_52,federalist_63,129,undirected
