Source,Target,Weight,Type
Thackeray_Pendennis,Thackeray_Barry,325,undirected
Thackeray_Pendennis,Thackeray_Vanity,593,undirected
Thackeray_Vanity,Dickens_Hard,9,undirected
Thackeray_Vanity,Eliot_Middlemarch,1,undirected
Thackeray_Vanity,Eliot_Mill,87,undirected
Thackeray_Vanity,Fielding_Joseph,26,undirected
Thackeray_Vanity,Sterne_Sentimental,3,undirected
Thackeray_Vanity,Sterne_Tristram,5,undirected
Thackeray_Vanity,Thackeray_Barry,392,undirected
Thackeray_Vanity,Thackeray_Pendennis,593,undirected
Trollope_Barchester,Austen_Emma,41,undirected
Trollope_Barchester,Austen_Pride,79,undirected
Trollope_Barchester,Austen_Sense,15,undirected
Trollope_Barchester,Eliot_Adam,2,undirected
Trollope_Barchester,Eliot_Middlemarch,198,undirected
Trollope_Barchester,Fielding_Joseph,28,undirected
Trollope_Barchester,Fielding_Tom,18,undirected
Trollope_Barchester,Sterne_Sentimental,2,undirected
Trollope_Barchester,Sterne_Tristram,4,undirected
Trollope_Barchester,Trollope_Phineas,466,undirected
Trollope_Barchester,Trollope_Prime,346,undirected
Trollope_Phineas,Austen_Emma,37,undirected
Trollope_Phineas,Austen_Pride,9,undirected
Trollope_Phineas,Austen_Sense,6,undirected
Trollope_Phineas,Eliot_Middlemarch,116,undirected
Trollope_Phineas,Eliot_Mill,3,undirected
Trollope_Phineas,Fielding_Tom,3,undirected
Trollope_Phineas,Richardson_Clarissa,15,undirected
Trollope_Phineas,Trollope_Barchester,466,undirected
Trollope_Phineas,Trollope_Prime,585,undirected
Trollope_Prime,Austen_Emma,9,undirected
Trollope_Prime,Austen_Pride,6,undirected
Trollope_Prime,Eliot_Middlemarch,81,undirected
Trollope_Prime,Eliot_Mill,1,undirected
Trollope_Prime,Fielding_Tom,23,undirected
Trollope_Prime,Richardson_Clarissa,8,undirected
Trollope_Prime,Trollope_Barchester,346,undirected
Trollope_Prime,Trollope_Phineas,585,undirected
