Source,Target,Weight,Type
federalist_6,federalist_70,1,undirected
federalist_6,federalist_9,8,undirected
federalist_60,federalist,17,undirected
federalist_60,federalist_11,2,undirected
federalist_60,federalist_27,4,undirected
federalist_60,federalist_29,1,undirected
federalist_60,federalist_35,9,undirected
federalist_60,federalist_51,1,undirected
federalist_60,federalist_59,3,undirected
federalist_60,federalist_61,12,undirected
federalist_60,federalist_78,1,undirected
federalist_60,federalist_81,6,undirected
federalist_60,federalist_83,4,undirected
federalist_61,federalist,13,undirected
federalist_61,federalist_25,5,undirected
federalist_61,federalist_30,2,undirected
federalist_61,federalist_59,3,undirected
federalist_61,federalist_60,12,undirected
federalist_61,federalist_79,5,undirected
federalist_61,federalist_81,2,undirected
federalist_62,federalist,16,undirected
federalist_62,federalist_10,11,undirected
federalist_62,federalist_22,2,undirected
federalist_62,federalist_37,1,undirected
federalist_62,federalist_38,9,undirected
federalist_62,federalist_39,2,undirected
federalist_62,federalist_53,6,undirected
federalist_62,federalist_55,1,undirected
federalist_62,federalist_56,4,undirected
federalist_62,federalist_57,9,undirected
federalist_62,federalist_63,12,undirected
federalist_63,federalist,20,undirected
federalist_63,federalist_10,1,undirected
federalist_63,federalist_14,1,undirected
federalist_63,federalist_37,5,undirected
federalist_63,federalist_40,3,undirected
federalist_63,federalist_41,8,undirected
federalist_63,federalist_42,2,undirected
federalist_63,federalist_46,1,undirected
federalist_63,federalist_48,10,undirected
federalist_63,federalist_49,6,undirected
federalist_63,federalist_50,1,undirected
federalist_63,federalist_51,2,undirected
federalist_63,federalist_52,8,undirected
federalist_63,federalist_53,2,undirected
federalist_63,federalist_58,16,undirected
federalist_63,federalist_62,12,undirected
federalist_64,federalist,14,undirected
federalist_64,federalist_2,2,undirected
federalist_64,federalist_22,1,undirected
federalist_64,federalist_3,11,undirected
federalist_64,federalist_35,5,undirected
federalist_64,federalist_37,7,undirected
federalist_64,federalist_38,1,undirected
federalist_64,federalist_4,2,undirected
federalist_64,federalist_40,3,undirected
federalist_64,federalist_5,2,undirected
federalist_64,federalist_70,3,undirected
federalist_65,federalist,16,undirected
federalist_65,federalist_16,4,undirected
federalist_65,federalist_66,16,undirected
federalist_65,federalist_68,1,undirected
federalist_65,federalist_76,16,undirected
federalist_65,federalist_77,1,undirected
federalist_65,federalist_81,2,undirected
federalist_66,federalist,18,undirected
federalist_66,federalist_29,2,undirected
federalist_66,federalist_65,16,undirected
federalist_66,federalist_70,4,undirected
federalist_66,federalist_73,8,undirected
federalist_66,federalist_75,5,undirected
federalist_66,federalist_76,4,undirected
federalist_66,federalist_77,3,undirected
federalist_66,federalist_81,1,undirected
federalist_67,federalist,14,undirected
federalist_67,federalist_42,3,undirected
federalist_67,federalist_69,5,undirected
federalist_67,federalist_75,4,undirected
federalist_67,federalist_80,6,undirected
federalist_67,federalist_85,7,undirected
federalist_68,federalist,17,undirected
federalist_68,federalist_22,2,undirected
federalist_68,federalist_28,3,undirected
federalist_68,federalist_36,2,undirected
federalist_68,federalist_41,1,undirected
federalist_68,federalist_65,1,undirected
federalist_68,federalist_70,2,undirected
federalist_68,federalist_76,11,undirected
federalist_68,federalist_77,2,undirected
federalist_69,federalist,15,undirected
federalist_69,federalist_22,8,undirected
federalist_69,federalist_42,4,undirected
federalist_69,federalist_47,6,undirected
federalist_69,federalist_67,5,undirected
federalist_69,federalist_74,2,undirected
federalist_69,federalist_75,4,undirected
federalist_69,federalist_77,2,undirected
federalist_69,federalist_78,1,undirected
federalist_69,federalist_81,1,undirected
federalist_69,federalist_83,1,undirected
federalist_69,federalist_84,1,undirected
federalist_7,federalist,15,undirected
federalist_7,federalist_11,19,undirected
federalist_7,federalist_12,6,undirected
federalist_7,federalist_25,1,undirected
federalist_7,federalist_6,1,undirected
federalist_7,federalist_8,2,undirected
federalist_70,federalist,18,undirected
federalist_70,federalist_22,16,undirected
federalist_70,federalist_35,1,undirected
federalist_70,federalist_38,4,undirected
federalist_70,federalist_6,1,undirected
federalist_70,federalist_64,3,undirected
federalist_70,federalist_66,4,undirected
federalist_70,federalist_68,2,undirected
federalist_70,federalist_85,6,undirected
federalist_71,federalist,15,undirected
federalist_71,federalist_72,14,undirected
federalist_71,federalist_73,13,undirected
federalist_71,federalist_76,1,undirected
federalist_71,federalist_78,4,undirected
federalist_72,federalist,16,undirected
federalist_72,federalist_10,1,undirected
federalist_72,federalist_13,2,undirected
federalist_72,federalist_22,5,undirected
federalist_72,federalist_29,4,undirected
federalist_72,federalist_55,1,undirected
federalist_72,federalist_71,14,undirected
federalist_72,federalist_76,7,undirected
federalist_73,federalist,17,undirected
federalist_73,federalist_22,1,undirected
federalist_73,federalist_26,1,undirected
federalist_73,federalist_32,2,undirected
federalist_73,federalist_66,8,undirected
federalist_73,federalist_71,13,undirected
federalist_73,federalist_74,1,undirected
federalist_73,federalist_76,15,undirected
federalist_73,federalist_77,3,undirected
federalist_73,federalist_83,1,undirected
federalist_74,federalist,12,undirected
federalist_74,federalist_21,1,undirected
federalist_74,federalist_22,5,undirected
federalist_74,federalist_29,7,undirected
federalist_74,federalist_41,2,undirected
federalist_74,federalist_69,2,undirected
federalist_74,federalist_73,1,undirected
federalist_74,federalist_76,4,undirected
federalist_74,federalist_81,3,undirected
federalist_75,federalist,12,undirected
federalist_75,federalist_13,6,undirected
federalist_75,federalist_22,8,undirected
federalist_75,federalist_66,5,undirected
federalist_75,federalist_67,4,undirected
federalist_75,federalist_69,4,undirected
federalist_75,federalist_76,7,undirected
federalist_75,federalist_77,6,undirected
federalist_76,federalist,17,undirected
federalist_76,federalist_24,2,undirected
federalist_76,federalist_26,2,undirected
federalist_76,federalist_65,16,undirected
federalist_76,federalist_66,4,undirected
federalist_76,federalist_68,11,undirected
federalist_76,federalist_71,1,undirected
federalist_76,federalist_72,7,undirected
federalist_76,federalist_73,15,undirected
federalist_76,federalist_74,4,undirected
federalist_76,federalist_75,7,undirected
federalist_76,federalist_77,5,undirected
federalist_76,federalist_79,2,undirected
federalist_77,federalist,16,undirected
federalist_77,federalist_11,1,undirected
federalist_77,federalist_22,2,undirected
federalist_77,federalist_26,3,undirected
federalist_77,federalist_65,1,undirected
federalist_77,federalist_66,3,undirected
federalist_77,federalist_68,2,undirected
federalist_77,federalist_69,2,undirected
federalist_77,federalist_73,3,undirected
federalist_77,federalist_75,6,undirected
federalist_77,federalist_76,5,undirected
federalist_78,federalist,18,undirected
federalist_78,federalist_31,1,undirected
federalist_78,federalist_33,3,undirected
federalist_78,federalist_60,1,undirected
federalist_78,federalist_69,1,undirected
federalist_78,federalist_71,4,undirected
federalist_78,federalist_79,2,undirected
federalist_78,federalist_81,17,undirected
federalist_78,federalist_82,1,undirected
federalist_78,federalist_83,2,undirected
federalist_78,federalist_84,8,undirected
federalist_79,federalist,15,undirected
federalist_79,federalist_1,1,undirected
federalist_79,federalist_26,3,undirected
federalist_79,federalist_34,2,undirected
federalist_79,federalist_55,1,undirected
federalist_79,federalist_61,5,undirected
federalist_79,federalist_76,2,undirected
federalist_79,federalist_78,2,undirected
federalist_79,federalist_83,1,undirected
federalist_79,federalist_84,4,undirected
federalist_8,federalist,17,undirected
federalist_8,federalist_11,3,undirected
federalist_8,federalist_12,15,undirected
federalist_8,federalist_15,1,undirected
federalist_8,federalist_16,4,undirected
federalist_8,federalist_25,10,undirected
federalist_8,federalist_7,2,undirected
federalist_8,federalist_9,18,undirected
federalist_80,federalist,15,undirected
